simulation month frag_zone year random_number selected_set
1 10 17 1 0.9495471138975166 1
1 10 17 2 0.46824562816362303 1
1 10 17 3 0.08702688244964651 7
1 10 17 4 0.99709591477375 5
1 10 17 5 0.09209145212877656 7
1 10 17 6 0.17680742328625199 7
1 10 17 7 0.0821465375764373 4
1 10 17 8 0.49881139089573046 4
1 10 17 9 0.88623855399266 3
1 10 17 10 0.15379788568237684 5
1 10 18 1 0.6247764528612354 8
1 10 18 2 0.11408400226183191 3
1 10 18 3 0.4302191085888216 4
1 10 18 4 0.5769445271246797 8
1 10 18 5 0.2779892813341369 8
1 10 18 6 0.914917589805277 2
1 10 18 7 0.012458647200161987 7
1 10 18 8 0.9141012995480885 7
1 10 18 9 0.8310326138172043 2
1 10 18 10 0.7268466847323495 10
1 11 1 1 0.5547872507840566 5
1 11 1 2 0.5019573886791432 8
1 11 1 3 0.16048887028558256 5
1 11 1 4 0.9068197091697382 5
1 11 1 5 0.6757948039748934 2
1 11 1 6 0.3048557515100272 2
1 11 1 7 0.16752805795820558 6
1 11 1 8 0.48665936546589916 1
1 11 1 9 0.7586777332825934 4
1 11 1 10 0.975416540155261 3
1 11 2 1 0.06849557285694008 8
1 11 2 2 0.459637423569601 3
1 11 2 3 0.19551850356070044 10
1 11 2 4 0.8968395183301517 9
1 11 2 5 0.5633582926521452 1
1 11 2 6 0.3884390320204608 9
1 11 2 7 0.7320978554459094 8
1 11 2 8 0.91133202626917 7
1 11 2 9 0.17518047571580841 3
1 11 2 10 0.4677247763248088 6
1 11 3 1 0.7674684113013541 2
1 11 3 2 0.06377341247353163 1
1 11 3 3 0.7057580976115934 8
1 11 3 4 0.3243409560876478 8
1 11 3 5 0.7073215331583106 4
1 11 3 6 0.39187948531957717 5
1 11 3 7 0.48625666241099885 4
1 11 3 8 0.212846450319644 1
1 11 3 9 0.20443071078586528 9
1 11 3 10 0.5846483260045268 2
1 11 4 1 0.4395625239139642 2
1 11 4 2 0.4149688538997336 5
1 11 4 3 0.11411052719321868 10
1 11 4 4 0.5412843000419747 9
1 11 4 5 0.4713258060116804 3
1 11 4 6 0.3410488705128254 6
1 11 4 7 0.2632931091549563 4
1 11 4 8 0.44571005977423095 8
1 11 4 9 0.17372296037740265 3
1 11 4 10 0.9335733688852125 6
1 11 5 1 0.29389587728160904 9
1 11 5 2 0.5758213529542059 2
1 11 5 3 0.8932174433375857 10
1 11 5 4 0.8123300790993149 8
1 11 5 5 0.15674610522929755 7
1 11 5 6 0.47720410389257517 3
1 11 5 7 0.023695882194006312 8
1 11 5 8 0.6665553883356666 3
1 11 5 9 0.9001581458279094 1
1 11 5 10 0.337541989990891 5
1 11 6 1 0.4675385469489667 2
1 11 6 2 0.8322847015346093 7
1 11 6 3 0.48669065874170203 2
1 11 6 4 0.4827504782884713 5
1 11 6 5 0.03850259248886634 8
1 11 6 6 0.39254725310058314 9
1 11 6 7 0.2807357453846442 6
1 11 6 8 0.3411883611214236 2
1 11 6 9 0.07772145650593132 2
1 11 6 10 0.5524960016634287 6
1 11 7 1 0.47253479972489976 7
1 11 7 2 0.2735292411658409 9
1 11 7 3 0.5826093954751533 1
1 11 7 4 0.8826145539289114 6
1 11 7 5 0.36383959034604674 10
1 11 7 6 0.1588026492797826 5
1 11 7 7 0.6770349962036413 10
1 11 7 8 0.7795907713339637 2
1 11 7 9 0.9042252017636908 10
1 11 7 10 0.82600558828895 6
1 11 8 1 0.8695037969032174 3
1 11 8 2 0.3287869473127889 5
1 11 8 3 0.986480098572872 2
1 11 8 4 0.05526243857783475 8
1 11 8 5 0.7071331122516988 10
1 11 8 6 0.9684919646084754 1
1 11 8 7 0.012757061946579218 3
1 11 8 8 0.6638423800987849 9
1 11 8 9 0.4234297240857514 3
1 11 8 10 0.8723351512132317 7
1 11 9 1 0.660428176679147 3
1 11 9 2 0.619202527982674 7
1 11 9 3 0.1139691090787186 2
1 11 9 4 0.9366287353574227 8
1 11 9 5 0.4097896877621984 4
1 11 9 6 0.39880520016962073 2
1 11 9 7 0.6415355582770281 8
1 11 9 8 0.4406030956244946 4
1 11 9 9 0.988903476406232 10
1 11 9 10 0.15011952145098528 1
1 11 10 1 0.2915833639424035 8
1 11 10 2 0.23952093501781158 5
1 11 10 3 0.9092446790650047 2
1 11 10 4 0.9742610422577965 8
1 11 10 5 0.3672734642178258 1
1 11 10 6 0.18214836981251437 9
1 11 10 7 0.8626035796939561 4
1 11 10 8 0.037420737426289374 7
1 11 10 9 0.7947818267032327 1
1 11 10 10 0.7423237517957761 6
1 11 11 1 0.152697663408478 8
1 11 11 2 0.8161833084338607 10
1 11 11 3 0.10482444334538044 6
1 11 11 4 0.8696208773091748 2
1 11 11 5 0.3754462077788763 1
1 11 11 6 0.09788503814681448 3
1 11 11 7 0.42289391132588094 4
1 11 11 8 0.4999141295878564 3
1 11 11 9 0.7711595855329823 5
1 11 11 10 0.6996308605372086 4
1 11 12 1 0.765114729996018 7
1 11 12 2 0.7691329494780766 1
1 11 12 3 0.2112645592229333 5
1 11 12 4 0.902392630022532 7
1 11 12 5 0.6441920820229317 5
1 11 12 6 0.528808813057928 5
1 11 12 7 0.45742360759566125 8
1 11 12 8 0.17099734349933704 10
1 11 12 9 0.9443993899547484 8
1 11 12 10 0.13188591136115657 8
1 11 13 1 0.9936713316557628 4
1 11 13 2 0.16325194829789524 3
1 11 13 3 0.45080925601748356 10
1 11 13 4 0.552290147174374 6
1 11 13 5 0.9657494831807099 7
1 11 13 6 0.36457944604159287 10
1 11 13 7 0.465524235811947 4
1 11 13 8 0.64411241636305 6
1 11 13 9 0.12735121947346995 7
1 11 13 10 0.14599552561578777 5
1 11 14 1 0.6171996206838922 4
1 11 14 2 0.9176733205571888 5
1 11 14 3 0.4942945959176319 7
1 11 14 4 0.48857628518823826 3
1 11 14 5 0.30555600335718003 10
1 11 14 6 0.997628754475587 3
1 11 14 7 0.5994212949814709 1
1 11 14 8 0.4648830286528055 7
1 11 14 9 0.10718312467270208 8
1 11 14 10 0.13985857739895846 7
1 11 15 1 0.8242300482217413 7
1 11 15 2 0.21770814040555475 5
1 11 15 3 0.3194677820728241 1
1 11 15 4 0.9178243825739516 8
1 11 15 5 0.2291198582937437 7
1 11 15 6 0.4869518498806844 7
1 11 15 7 0.6273386897369314 1
1 11 15 8 0.4604808231632993 6
1 11 15 9 0.19046828607096877 1
1 11 15 10 0.8145849333066905 10
1 11 16 1 0.8570206540716235 10
1 11 16 2 0.3220835865740822 4
1 11 16 3 0.7115430635080052 5
1 11 16 4 0.8418379695535791 9
1 11 16 5 0.015299430993219731 1
1 11 16 6 0.8333410293126328 10
1 11 16 7 0.8450648834828015 1
1 11 16 8 0.5308827046523572 6
1 11 16 9 0.47759666271187007 9
1 11 16 10 0.9229284926345489 2
1 11 17 1 0.48160655604250024 2
1 11 17 2 0.057869854823111355 2
1 11 17 3 0.8997715839336414 1
1 11 17 4 0.41231216926999004 3
1 11 17 5 0.7748398589781411 1
1 11 17 6 0.3322899108832337 3
1 11 17 7 0.8219739192398543 5
1 11 17 8 0.350584876292386 3
1 11 17 9 0.01991285127001896 5
1 11 17 10 0.26366555736881225 10
1 11 18 1 0.46446016422448333 2
1 11 18 2 0.6569373150820248 10
1 11 18 3 0.8297864265631965 6
1 11 18 4 0.22009577723586038 8
1 11 18 5 0.6290383237759037 1
1 11 18 6 0.4556999400824562 10
1 11 18 7 0.4073862261565028 8
1 11 18 8 0.47791964030844025 5
1 11 18 9 0.22193103991847662 6
1 11 18 10 0.5720749340824894 2
1 12 1 1 0.4258803083513616 7
1 12 1 2 0.9653598872928415 1
1 12 1 3 0.43413004028917956 9
1 12 1 4 0.274771371785404 4
1 12 1 5 0.4403112980372488 3
1 12 1 6 0.02102723989424704 7
1 12 1 7 0.218937140913247 6
1 12 1 8 0.6851739318024485 8
1 12 1 9 0.13314736869762756 1
1 12 1 10 0.6702344909277763 2
1 12 2 1 0.6037510009945241 3
1 12 2 2 0.8089759146429337 8
1 12 2 3 0.3911650291207607 5
1 12 2 4 0.4353116844579291 8
1 12 2 5 0.91465056884531 10
1 12 2 6 0.24038364384322009 3
1 12 2 7 0.3423605072339557 5
1 12 2 8 0.0029071884022765504 5
1 12 2 9 0.21371413980724385 5
1 12 2 10 0.9989929623937956 4
1 12 3 1 0.5256448299236738 9
1 12 3 2 0.3648174593600363 6
1 12 3 3 0.06884033113670907 5
1 12 3 4 0.2559711976843311 4
1 12 3 5 0.22292534139929843 5
1 12 3 6 0.3140403194802138 5
1 12 3 7 0.7997080203440414 7
1 12 3 8 0.6759502536362073 1
1 12 3 9 0.41800113670285477 10
1 12 3 10 0.4316886609521272 7
1 12 4 1 0.37700760775944686 5
1 12 4 2 0.7492483220683657 10
1 12 4 3 0.7147724772573839 10
1 12 4 4 0.9264265544018534 3
1 12 4 5 0.5282870364651596 1
1 12 4 6 0.8962437666793819 1
1 12 4 7 0.5539058998547227 5
1 12 4 8 0.7824550600041236 9
1 12 4 9 0.24298038191127203 3
1 12 4 10 0.2555795358845979 1
1 12 5 1 0.5296117750353562 8
1 12 5 2 0.11156031452242376 9
1 12 5 3 0.4309329629398233 8
1 12 5 4 0.4884019933478545 1
1 12 5 5 0.65515788469088 1
1 12 5 6 0.02264129135058124 4
1 12 5 7 0.7329132712235187 7
1 12 5 8 0.9092821186996116 4
1 12 5 9 0.5898520736969192 7
1 12 5 10 0.9198089135392504 3
1 12 6 1 0.46449354580426305 9
1 12 6 2 0.5218831919908207 8
1 12 6 3 0.9386950065363753 5
1 12 6 4 0.8183603079188212 7
1 12 6 5 0.5920804170179945 4
1 12 6 6 0.32827196994845187 4
1 12 6 7 0.1372529413713247 5
1 12 6 8 0.39787191609975225 1
1 12 6 9 0.4681773135950409 9
1 12 6 10 0.5206610047779836 6
1 12 7 1 0.23860091103959657 5
1 12 7 2 0.061049424363598614 3
1 12 7 3 0.7646669899096669 7
1 12 7 4 0.9155892973527872 2
1 12 7 5 0.9407145740474206 8
1 12 7 6 0.6252854403069065 1
1 12 7 7 0.6864608881308835 4
1 12 7 8 0.5627391849765306 7
1 12 7 9 0.15610918839187238 6
1 12 7 10 0.49029286974459574 5
1 12 8 1 0.08122689860099586 9
1 12 8 2 0.1608934549593728 3
1 12 8 3 0.4177765119610579 8
1 12 8 4 0.6060758057712069 6
1 12 8 5 0.8914076723575283 7
1 12 8 6 0.8900727326516559 10
1 12 8 7 0.131947543082639 5
1 12 8 8 0.2227582862497488 6
1 12 8 9 0.19106959078063612 5
1 12 8 10 0.07844306364178 8
1 12 9 1 0.9516814362245359 6
1 12 9 2 0.2662271252664329 2
1 12 9 3 0.549680633516398 1
1 12 9 4 0.08654467666738075 7
1 12 9 5 0.6785230003385515 4
1 12 9 6 0.3931887686773583 5
1 12 9 7 0.8609235215273319 7
1 12 9 8 0.6272293598907843 10
1 12 9 9 0.5322409942399844 8
1 12 9 10 0.09440748161444557 10
1 12 10 1 0.9592720863661962 6
1 12 10 2 0.5883978971337386 10
1 12 10 3 0.1318978130729206 1
1 12 10 4 0.5820010375727264 6
1 12 10 5 0.35036883941004204 6
1 12 10 6 0.11400386074446445 8
1 12 10 7 0.7167412125464183 3
1 12 10 8 0.20293398647196026 6
1 12 10 9 0.9976572054697578 7
1 12 10 10 0.340511109081459 10
1 12 11 1 0.3652174886251922 10
1 12 11 2 0.8374217028056379 1
1 12 11 3 0.2176769861500375 8
1 12 11 4 0.5551083401978669 8
1 12 11 5 0.6034284919613455 4
1 12 11 6 0.7814911399462972 8
1 12 11 7 0.3110423841981321 1
1 12 11 8 0.5224564402593119 4
1 12 11 9 0.8704993496092543 7
1 12 11 10 0.5700121042721589 9
1 12 12 1 0.35207384331975666 10
1 12 12 2 0.3183120640623176 6
1 12 12 3 0.7141792726768713 6
1 12 12 4 0.7249953432452214 6
1 12 12 5 0.41480530548810723 9
1 12 12 6 0.6037748824031896 4
1 12 12 7 0.35445280401284285 1
1 12 12 8 0.7251967876007238 9
1 12 12 9 0.3714330274695281 2
1 12 12 10 0.6845713477622936 8
1 12 13 1 0.3799664431612345 1
1 12 13 2 0.8773427556281757 2
1 12 13 3 0.9265016861857976 2
1 12 13 4 0.6950526046201442 10
1 12 13 5 0.6851531604299178 10
1 12 13 6 0.01500194084124018 5
1 12 13 7 0.20495918964395832 3
1 12 13 8 0.7219118213200832 8
1 12 13 9 0.26603814431070605 6
1 12 13 10 0.2895041861236697 5
1 12 14 1 0.465303873441672 2
1 12 14 2 0.7265803998826191 8
1 12 14 3 0.18389564124808488 1
1 12 14 4 0.7044099158629881 10
1 12 14 5 0.5214061424984382 4
1 12 14 6 0.05143117954842025 6
1 12 14 7 0.6228935025792748 3
1 12 14 8 0.3687906144729193 9
1 12 14 9 0.3290597659383826 9
1 12 14 10 0.18842710558762243 10
1 12 15 1 0.2596243187965932 6
1 12 15 2 0.5483955411442791 2
1 12 15 3 0.904352237613489 6
1 12 15 4 0.8783724910565051 1
1 12 15 5 0.2593785596113195 4
1 12 15 6 0.7470190507553076 7
1 12 15 7 0.7774202502239955 2
1 12 15 8 0.005007596380300239 9
1 12 15 9 0.3101483151331481 1
1 12 15 10 0.6423030406708921 6
1 12 16 1 0.23439685317615722 9
1 12 16 2 0.3733859967031129 1
1 12 16 3 0.43529225097188096 10
1 12 16 4 0.4474462491040807 4
1 12 16 5 0.7793289749282777 4
1 12 16 6 0.883366916912369 3
1 12 16 7 0.7172072095214311 1
1 12 16 8 0.23181810312540607 9
1 12 16 9 0.8736745108666256 5
1 12 16 10 0.10705140095179289 5
1 12 17 1 0.7730031227180856 4
1 12 17 2 0.30998024674142166 9
1 12 17 3 0.21728179093078948 9
1 12 17 4 0.35064223508637327 2
1 12 17 5 0.6496798688210149 8
1 12 17 6 0.6754964423319247 8
1 12 17 7 0.5199768664188291 2
1 12 17 8 0.0610130399439055 5
1 12 17 9 0.24023906704699327 5
1 12 17 10 0.38398832867566923 6
1 12 18 1 0.16311819453969878 2
1 12 18 2 0.07687025369434053 10
1 12 18 3 0.9376031563882476 6
1 12 18 4 0.0003671126040843964 4
1 12 18 5 0.8778610324300663 1
1 12 18 6 0.7292042133087705 7
1 12 18 7 0.12642776266331812 9
1 12 18 8 0.18243533166813397 10
1 12 18 9 0.6067270427044628 8
1 12 18 10 0.14424130937510826 10
2 1 1 1 0.7762778080251227 3
2 1 1 2 0.020715048658494717 6
2 1 1 3 0.2966965738450045 7
2 1 1 4 0.7787625728501717 3
2 1 1 5 0.4684615216169984 3
2 1 1 6 0.2407017727384907 1
2 1 1 7 0.3072739970868167 6
2 1 1 8 0.3411711249765299 2
2 1 1 9 0.2101912309937759 8
2 1 1 10 0.7440494014463406 9
2 1 2 1 0.3165581789398585 2
2 1 2 2 0.3929275585194474 3
2 1 2 3 0.9552394401468096 5
2 1 2 4 0.42579520521818837 2
2 1 2 5 0.10741129351954326 4
2 1 2 6 0.42260237314011895 4
2 1 2 7 0.796579445564179 9
2 1 2 8 0.6254155854991463 4
2 1 2 9 0.9109426161011283 9
2 1 2 10 0.14522403535581796 9
2 1 3 1 0.06931798115015886 6
2 1 3 2 0.43883282809156754 2
2 1 3 3 0.6034762673449962 2
2 1 3 4 0.36237888560151266 1
2 1 3 5 0.05731383094940001 2
2 1 3 6 0.34080076437500106 5
2 1 3 7 0.7921015186084399 9
2 1 3 8 0.398450205739038 4
2 1 3 9 0.5903411283139688 8
2 1 3 10 0.43034354349428006 5
2 1 4 1 0.6809267868281762 10
2 1 4 2 0.05652566989746377 10
2 1 4 3 0.7796783284276316 3
2 1 4 4 0.28887776122883124 9
2 1 4 5 0.5938993522358511 10
2 1 4 6 0.5552695453559761 3
2 1 4 7 0.39194260584462426 4
2 1 4 8 0.9307117594049891 2
2 1 4 9 0.09020326192502148 6
2 1 4 10 0.8889614317189409 7
2 1 5 1 0.8238429629075738 1
2 1 5 2 0.11949032552898675 2
2 1 5 3 0.4488876317004097 10
2 1 5 4 0.2490274582615456 10
2 1 5 5 0.2696657196570328 10
2 1 5 6 0.9988582665345999 1
2 1 5 7 0.002412068528283351 3
2 1 5 8 0.7510822328413043 1
2 1 5 9 0.5166905946725289 7
2 1 5 10 0.21275144549952651 9
2 1 6 1 0.4229691548556608 1
2 1 6 2 0.0003967139727532043 3
2 1 6 3 0.04035938503122749 4
2 1 6 4 0.9282904057884818 4
2 1 6 5 0.8849344718827086 8
2 1 6 6 0.05590137898043657 5
2 1 6 7 0.3401881858535004 7
2 1 6 8 0.6988402396950891 8
2 1 6 9 0.7421909110864703 4
2 1 6 10 0.961981352130017 5
2 1 7 1 0.5741640388877699 5
2 1 7 2 0.3313690740540076 1
2 1 7 3 0.6654369310387955 9
2 1 7 4 0.02921053686085806 10
2 1 7 5 0.7980969321574528 6
2 1 7 6 0.4815373059091398 9
2 1 7 7 0.33403892000035895 1
2 1 7 8 0.789671631126985 10
2 1 7 9 0.9356590015934019 4
2 1 7 10 0.496324193268742 9
2 1 8 1 0.5814875789753164 4
2 1 8 2 0.8431705262951968 4
2 1 8 3 0.91427780855566 9
2 1 8 4 0.590362401408991 6
2 1 8 5 0.2571255843996646 2
2 1 8 6 0.27495110920572263 1
2 1 8 7 0.6939416430009137 4
2 1 8 8 0.5282605191782123 9
2 1 8 9 0.3739765644633303 2
2 1 8 10 0.20749023771976494 9
2 1 9 1 0.46278473757632077 6
2 1 9 2 0.26986355719857114 3
2 1 9 3 0.9272865065712665 10
2 1 9 4 0.5243675815709894 9
2 1 9 5 0.5145324089082336 3
2 1 9 6 0.8384960573890949 5
2 1 9 7 0.8415049125009393 9
2 1 9 8 0.8553454597706525 3
2 1 9 9 0.684195835343027 10
2 1 9 10 0.2818668330456635 10
2 1 10 1 0.45324364696148156 5
2 1 10 2 0.7735572633499932 4
2 1 10 3 0.7371596154399519 4
2 1 10 4 0.2384066393962495 1
2 1 10 5 0.037427067439485984 5
2 1 10 6 0.44170331824039155 2
2 1 10 7 0.3523641644271157 10
2 1 10 8 0.949456326524675 1
2 1 10 9 0.2989574863846639 3
2 1 10 10 0.7689284254284969 7
2 1 11 1 0.5199106582435348 1
2 1 11 2 0.4309615663382451 3
2 1 11 3 0.5402787938414116 1
2 1 11 4 0.8731205355059086 1
2 1 11 5 0.05945497511546172 7
2 1 11 6 0.25663462322300923 9
2 1 11 7 0.10745217825938347 2
2 1 11 8 0.8922160481765234 6
2 1 11 9 0.11129468850832969 1
2 1 11 10 0.6453125551891368 3
2 1 12 1 0.13864785086994258 3
2 1 12 2 0.2103781175026722 6
2 1 12 3 0.10309361384240845 5
2 1 12 4 0.5941318590111199 1
2 1 12 5 0.9991444471777524 3
2 1 12 6 0.00799031616661905 2
2 1 12 7 0.4340308508773808 6
2 1 12 8 0.09677970063612162 9
2 1 12 9 0.7393170054835677 9
2 1 12 10 0.6900228344506706 5
2 1 13 1 0.5472550951230679 7
2 1 13 2 0.865348650512237 7
2 1 13 3 0.5335505418460241 9
2 1 13 4 0.5132172994741646 4
2 1 13 5 0.676243687724663 3
2 1 13 6 0.9284508519516839 6
2 1 13 7 0.6506210663861803 4
2 1 13 8 0.015901504416855006 7
2 1 13 9 0.6924374022665615 7
2 1 13 10 0.2601337769194445 5
2 1 14 1 0.16978272272763628 1
2 1 14 2 0.2617057853133543 1
2 1 14 3 0.36449226433508286 1
2 1 14 4 0.804298235288073 10
2 1 14 5 0.47655495625516364 8
2 1 14 6 0.7330264294732606 1
2 1 14 7 0.8066895252650822 7
2 1 14 8 0.03832038343609612 5
2 1 14 9 0.23095162594306873 8
2 1 14 10 0.49992692530256555 6
2 1 15 1 0.5385963887771641 6
2 1 15 2 0.8307901415504173 3
2 1 15 3 0.030886303297354867 4
2 1 15 4 0.4563771885301734 7
2 1 15 5 0.6411151171565184 9
2 1 15 6 0.27008853162265256 9
2 1 15 7 0.20869251604889627 1
2 1 15 8 0.7016999467682478 5
2 1 15 9 0.8223987286530108 6
2 1 15 10 0.05457571989542431 9
2 1 16 1 0.025189265326309607 7
2 1 16 2 0.1370114571219201 8
2 1 16 3 0.47906795024876636 5
2 1 16 4 0.8601958325687161 9
2 1 16 5 0.35317638222597025 1
2 1 16 6 0.28695396709353904 4
2 1 16 7 0.9919619212108843 5
2 1 16 8 0.08274344892307806 4
2 1 16 9 0.021986163444537743 4
2 1 16 10 0.6951911969869818 9
2 1 17 1 0.11849529828309158 7
2 1 17 2 0.6040675327296723 3
2 1 17 3 0.5253184614173096 9
2 1 17 4 0.15643315993659734 1
2 1 17 5 0.714820240081812 4
2 1 17 6 0.22749608472647997 7
2 1 17 7 0.721733467385046 3
2 1 17 8 0.45814240092110614 4
2 1 17 9 0.7969134998479306 10
2 1 17 10 0.7697454175508914 8
2 1 18 1 0.6067003375641957 2
2 1 18 2 0.33756631347335264 7
2 1 18 3 0.3750898836163836 2
2 1 18 4 0.830378652981124 8
2 1 18 5 0.5234968526873902 10
2 1 18 6 0.4133195187517025 7
2 1 18 7 0.16398271231657746 7
2 1 18 8 0.741995897201734 4
2 1 18 9 0.4057096182711656 6
2 1 18 10 0.06735059900381701 10
2 2 1 1 0.6262611625185509 7
2 2 1 2 0.07392630610914397 5
2 2 1 3 0.11028645144712379 2
2 2 1 4 0.9524466824895589 2
2 2 1 5 0.2906952199608204 9
2 2 1 6 0.836088262956828 10
2 2 1 7 0.13294384147319815 5
2 2 1 8 0.7678864185722584 2
2 2 1 9 0.22283308353944709 10
2 2 1 10 0.018592326052955688 1
2 2 2 1 0.42493620475104943 8
2 2 2 2 0.2787044155374324 8
2 2 2 3 0.6057187935228605 1
2 2 2 4 0.4549012069953591 1
2 2 2 5 0.7102668858079161 9
2 2 2 6 0.8261379557910273 1
2 2 2 7 0.6815239112817646 1
2 2 2 8 0.780323011204354 9
2 2 2 9 0.5860123967777907 5
2 2 2 10 0.952714435339018 3
2 2 3 1 0.08937907630386133 1
2 2 3 2 0.36441944071283616 1
2 2 3 3 0.6908714603184415 3
2 2 3 4 0.35423102967419007 8
2 2 3 5 0.5883523700533947 6
2 2 3 6 0.0015581803073730915 2
2 2 3 7 0.0098505964173502 10
2 2 3 8 0.5038841336974388 1
2 2 3 9 0.4390500052717855 1
2 2 3 10 0.9619001072147945 8
2 2 4 1 0.8393639508468894 10
2 2 4 2 0.352041252721363 4
2 2 4 3 0.21188351787577953 6
2 2 4 4 0.44338326954386675 5
2 2 4 5 0.8082793796607054 9
2 2 4 6 0.9551164160905002 9
2 2 4 7 0.1743041320264348 2
2 2 4 8 0.5507005414240007 4
2 2 4 9 0.8803790318111422 1
2 2 4 10 0.10071372132512202 9
2 2 5 1 0.5587667339734889 6
2 2 5 2 0.9049950022723545 3
2 2 5 3 0.602473283607869 6
2 2 5 4 0.8105358841210778 3
2 2 5 5 0.42585815200376276 10
2 2 5 6 0.9338744699750589 6
2 2 5 7 0.2702133578866789 9
2 2 5 8 0.24998485976895635 10
2 2 5 9 0.12875405773565152 4
2 2 5 10 0.41956810188478433 1
2 2 6 1 0.47494321095370373 3
2 2 6 2 0.8396875809910581 8
2 2 6 3 0.5321631524368201 8
2 2 6 4 0.9443684414633486 6
2 2 6 5 0.37157454379168364 6
2 2 6 6 0.04448967319568953 5
2 2 6 7 0.6951637879661225 7
2 2 6 8 0.1122231574957494 8
2 2 6 9 0.09941346826206254 7
2 2 6 10 0.7510087886153889 9
2 2 7 1 0.45609727476799666 1
2 2 7 2 0.7194496101140444 3
2 2 7 3 0.19540689779451914 8
2 2 7 4 0.9856010190859245 5
2 2 7 5 0.3164090227049654 3
2 2 7 6 0.5807884935299987 3
2 2 7 7 0.7587110180546369 7
2 2 7 8 0.6188351161560769 4
2 2 7 9 0.9735815627616521 7
2 2 7 10 0.24263736858705354 10
2 2 8 1 0.1741868568281849 5
2 2 8 2 0.8141681378756708 6
2 2 8 3 0.5734113204871665 2
2 2 8 4 0.8231416347409459 6
2 2 8 5 0.11893795832434773 4
2 2 8 6 0.5741218994317367 6
2 2 8 7 0.7121770598734671 4
2 2 8 8 0.6510639233877432 7
2 2 8 9 0.896264481516367 2
2 2 8 10 0.010141319629784706 7
2 2 9 1 0.8462331059765693 6
2 2 9 2 0.275799446305238 10
2 2 9 3 0.15433318772784732 2
2 2 9 4 0.7969864690241562 1
2 2 9 5 0.15034593172388955 5
2 2 9 6 0.7101913825072869 8
2 2 9 7 0.5138277575336817 1
2 2 9 8 0.9521284944623549 9
2 2 9 9 0.9900865238675582 7
2 2 9 10 0.17943365481413742 10
2 2 10 1 0.38402555460482746 5
2 2 10 2 0.4448653291214244 8
2 2 10 3 0.0047064419108368005 8
2 2 10 4 0.1818422336624489 1
2 2 10 5 0.9073229146899994 1
2 2 10 6 0.8095728657085827 5
2 2 10 7 0.6752525993121365 8
2 2 10 8 0.4472497481725428 5
2 2 10 9 0.2888957571254428 6
2 2 10 10 0.7849038803019913 5
2 2 11 1 0.3553359218779326 3
2 2 11 2 0.4928441030129467 7
2 2 11 3 0.16844921312647576 9
2 2 11 4 0.1365469011163134 6
2 2 11 5 0.029866174653705335 4
2 2 11 6 0.9015772000159977 3
2 2 11 7 0.3127413793204411 3
2 2 11 8 0.7145271094065895 6
2 2 11 9 0.6081754298373114 10
2 2 11 10 0.2537334764103458 4
2 2 12 1 0.20913350388714835 6
2 2 12 2 0.8323078954644202 8
2 2 12 3 0.6090667304784267 1
2 2 12 4 0.16230154145823394 2
2 2 12 5 0.1224519571861864 5
2 2 12 6 0.1996595400631893 7
2 2 12 7 0.5642600564479834 7
2 2 12 8 0.22260415272274825 1
2 2 12 9 0.3328368182700532 6
2 2 12 10 0.0402399350854491 6
2 2 13 1 0.773780513002411 3
2 2 13 2 0.2179592431562074 9
2 2 13 3 0.2039392895937453 9
2 2 13 4 0.18916694535584377 10
2 2 13 5 0.17349062384899838 7
2 2 13 6 0.820094073984066 2
2 2 13 7 0.12826846476649667 5
2 2 13 8 0.27512624816773623 6
2 2 13 9 0.45138251902159343 10
2 2 13 10 0.917564739171178 3
2 2 14 1 0.716425637211308 10
2 2 14 2 0.6091314912769837 7
2 2 14 3 0.8567692772870379 6
2 2 14 4 0.8682810758122483 9
2 2 14 5 0.6747822556317132 6
2 2 14 6 0.6539590310955878 9
2 2 14 7 0.9296147680360685 9
2 2 14 8 0.7175242844691729 10
2 2 14 9 0.4180010973933155 2
2 2 14 10 0.6644396285347619 10
2 2 15 1 0.8416183588791987 7
2 2 15 2 0.8049439085503217 1
2 2 15 3 0.602066609504974 9
2 2 15 4 0.7458065433915708 4
2 2 15 5 0.8316775086032686 6
2 2 15 6 0.581499459854825 6
2 2 15 7 0.17658786471890187 3
2 2 15 8 0.9753215818282436 2
2 2 15 9 0.9603773777856808 2
2 2 15 10 0.6039529162776179 10
2 2 16 1 0.0746605187851982 5
2 2 16 2 0.5262147291335687 6
2 2 16 3 0.0877463350371156 6
2 2 16 4 0.22279907688512524 4
2 2 16 5 0.5995196610841746 5
2 2 16 6 0.04017090058005357 3
2 2 16 7 0.9492122928348027 1
2 2 16 8 0.8480513376282133 9
2 2 16 9 0.8751440915105813 9
2 2 16 10 0.26545099680557005 1
2 2 17 1 0.19804902233784094 5
2 2 17 2 0.29422304657274645 5
2 2 17 3 0.2987552025291602 10
2 2 17 4 0.44720257812064146 10
2 2 17 5 0.8726949533173579 1
2 2 17 6 0.18709347901998497 9
2 2 17 7 0.5323734741597366 1
2 2 17 8 0.022810337739958553 3
2 2 17 9 0.8384780073516148 3
2 2 17 10 0.18704735522719962 4
2 2 18 1 0.2141883067461413 5
2 2 18 2 0.4046403134411646 5
2 2 18 3 0.5344920942309639 6
2 2 18 4 0.15584021413737648 5
2 2 18 5 0.4556553610441597 9
2 2 18 6 0.9655969341391978 8
2 2 18 7 0.21156623122937934 10
2 2 18 8 0.6804919348476733 10
